rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/std,train/explained_variance,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/learning_rate
500.0,264,1000,1081344,1081,58.15163811,1.1697690583765508,0.007423242,-0.010837085454841144,-7.074053218960762,0.3209127187728882,0.9714089632034302,0.3951425552368164,0.2153564453125,2624,0.15,0.00013841279999999998
500.0,265,999,1085440,1085,58.76980062999999,1.0248502265661954,0.011495918,-0.0181705110357143,-7.068603232502937,0.3220759630203247,0.9736461639404297,0.3716707229614258,0.2046142578125,2634,0.15,0.00013779839999999998
500.0,266,999,1089536,1090,58.679952979999996,1.1847434476017953,0.011615855,-0.0226858146750601,-7.074460220336914,0.32133975625038147,0.9632735848426819,0.39701685309410095,0.2386962890625,2644,0.15,0.000137184
500.0,267,998,1093632,1095,58.136404680000005,1.3925554733723402,0.009736999,-0.018583767767995595,-7.049888461828232,0.3204731047153473,0.958431601524353,0.7023451328277588,0.183544921875,2654,0.15,0.00013656959999999997
500.0,268,998,1097728,1099,57.639013909999996,1.6450308606028556,0.011136243,-0.01693774286250118,-7.048461830615997,0.31887879967689514,0.9540082216262817,0.7107889652252197,0.19443359375,2664,0.15,0.0001359552
500.0,269,997,1101824,1104,57.577193109999996,1.4274779260158539,0.008329911,-0.012280334130628035,-7.034308660030365,0.3177759349346161,0.9727294445037842,0.7337708473205566,0.1822509765625,2674,0.15,0.0001353408
500.0,270,997,1105920,1109,57.164728320000016,2.086644934117794,0.010476512,-0.019557211392384487,-7.008523362874985,0.3151136338710785,0.953041136264801,0.7633769512176514,0.192578125,2684,0.15,0.0001347264
500.0,271,996,1110016,1113,57.27408614000001,1.5898622140288352,0.0115551725,-0.018556655140127987,-6.987669220566749,0.315186470746994,0.9634106159210205,0.5676175355911255,0.203759765625,2694,0.15,0.00013411199999999998
500.0,272,995,1114112,1118,57.693274179999996,1.2279056716710328,0.008968501,-0.01590221942315111,-6.99921490252018,0.3142748475074768,0.9726843237876892,0.4374532997608185,0.177001953125,2704,0.15,0.00013349760000000001
500.0,273,995,1118208,1123,57.76027508,1.7087074115872383,0.010110125,-0.019073755033605266,-7.010240557789802,0.3142021596431732,0.9603968262672424,0.7686704397201538,0.236181640625,2714,0.15,0.0001328832
500.0,274,994,1122304,1128,58.274223330000005,1.2921501997858287,0.0099628065,-0.0175516237213742,-7.011322450637818,0.3137221038341522,0.9723608493804932,0.5063580870628357,0.2144287109375,2724,0.15,0.00013226879999999998
500.0,275,994,1126400,1132,57.993576090000005,1.135705579072237,0.0073037758,-0.014465012088476215,-7.011123591661454,0.3164326846599579,0.9709168076515198,0.4820699393749237,0.1665283203125,2734,0.15,0.00013165439999999998
500.0,276,993,1130496,1137,57.22131677,1.2188702758401633,0.0093033835,-0.016065400961088015,-7.038606733083725,0.317459374666214,0.9683706164360046,0.5170506834983826,0.1897705078125,2744,0.15,0.00013103999999999997
500.0,277,993,1134592,1142,56.762897839999994,2.2386545605957506,0.012701958,-0.021182178996969014,-7.022507187724114,0.31825515627861023,0.8993850946426392,0.8566741943359375,0.216943359375,2754,0.15,0.0001304256
500.0,278,992,1138688,1146,56.814480089999996,1.5890414103865624,0.009411719,-0.017955862305825576,-7.060310408473015,0.31779444217681885,0.94761723279953,0.668455958366394,0.205615234375,2764,0.15,0.00012981119999999998
500.0,279,992,1142784,1151,57.104526050000004,1.7737365327775478,0.007903419,-0.015412950543395709,-7.028097432851792,0.3174002468585968,0.9501137733459473,0.6577338576316833,0.19111328125,2774,0.15,0.0001291968
500.0,280,991,1146880,1156,57.47378472,1.3876315899193288,0.009653311,-0.01581097867456265,-7.045028734207153,0.31765612959861755,0.9601024985313416,0.4799107015132904,0.2033447265625,2784,0.15,0.0001285824
500.0,281,991,1150976,1161,58.06664780999999,1.4170371130108834,0.009796817,-0.015637360120308585,-7.050658565759659,0.3186469078063965,0.9608134627342224,0.5895598530769348,0.217529296875,2794,0.15,0.000127968
500.0,282,990,1155072,1165,57.997115000000015,1.959224782884121,0.00941051,-0.02300095032842364,-7.051166996359825,0.31869015097618103,0.9471806287765503,0.7851433157920837,0.21259765625,2804,0.15,0.00012735359999999999
500.0,283,990,1159168,1170,58.46723471999999,1.5838567361235618,0.0074992147,-0.008480494169634766,-7.058362162113189,0.3177793025970459,0.9472408294677734,0.659990131855011,0.1614013671875,2814,0.15,0.00012673919999999997
500.0,284,989,1163264,1175,57.404155489999994,1.320314910262823,0.007509634,-0.01387856231594924,-7.057558423280716,0.3169727027416229,0.9638335704803467,0.5386813879013062,0.1700927734375,2824,0.15,0.0001261248
500.0,285,989,1167360,1179,58.03828584,0.9821482378989458,0.008884071,-0.01901308757951483,-7.06704133450985,0.31601017713546753,0.9688727259635925,0.4217105209827423,0.226318359375,2834,0.15,0.00012551039999999998
500.0,286,988,1171456,1184,57.58490390000001,1.1732548493891954,0.008722097,-0.013966547395102679,-7.0448448836803435,0.3158339560031891,0.9617620706558228,0.37683790922164917,0.1853271484375,2844,0.15,0.000124896
500.0,287,988,1175552,1189,57.62365151,1.616360006481409,0.012779953,-0.015873931258101947,-7.0455768525600435,0.3148037791252136,0.9576266407966614,0.7036177515983582,0.1980224609375,2854,0.15,0.00012428159999999997
500.0,288,987,1179648,1194,57.78655994999999,1.3806596957147121,0.01212907,-0.01779138905549189,-7.011959257721901,0.31239575147628784,0.9664170742034912,0.5795881748199463,0.2264404296875,2864,0.15,0.0001236672
500.0,289,987,1183744,1199,58.111037429999996,1.9539066180586815,0.009682577,-0.020270578970666975,-7.016046619415283,0.3124314844608307,0.9469637870788574,0.92783522605896,0.2315673828125,2874,0.15,0.0001230528
500.0,290,986,1187840,1203,58.83341511,1.188986136764288,0.00887345,-0.01820692423498258,-7.018216666579247,0.3120129406452179,0.9625287652015686,0.4214552938938141,0.213330078125,2884,0.15,0.0001224384
500.0,291,986,1191936,1208,58.87349991999999,1.1121799692511558,0.009643018,-0.019340219552395864,-7.010234859585762,0.31048038601875305,0.9703317880630493,0.49916622042655945,0.1903076171875,2894,0.15,0.00012182399999999999
500.0,292,985,1196032,1213,59.21936487999999,1.145422339066863,0.011256518,-0.015432806975150015,-6.999161246418953,0.3108530342578888,0.9715046882629395,0.4671781659126282,0.19267578125,2904,0.15,0.00012120959999999997
500.0,293,985,1200128,1217,59.39204417,1.2060829915106297,0.009056192,-0.017232340114424004,-7.023443603515625,0.3124977648258209,0.9670386910438538,0.5680018067359924,0.2025146484375,2914,0.15,0.0001205952
500.0,294,984,1204224,1222,59.60898192999999,1.1858324747532607,0.007980635,-0.016080261951719875,-7.02262322306633,0.31064271926879883,0.9734985828399658,0.44472140073776245,0.1678466796875,2924,0.15,0.00011998079999999997
500.0,295,984,1208320,1227,59.48922165,1.1981454741209745,0.011202555,-0.018602093434310518,-6.9965865224599835,0.30813395977020264,0.9721288681030273,0.5521706342697144,0.19365234375,2934,0.15,0.0001193664
500.0,296,984,1212416,1232,59.541834040000005,1.010265390202403,0.0087286215,-0.017045674883411265,-6.979146361351013,0.30792558193206787,0.971515417098999,0.3791504502296448,0.1711181640625,2944,0.15,0.00011875199999999998
500.0,297,983,1216512,1236,59.359686299999986,1.1042747091501952,0.008771985,-0.013759090239182115,-6.952348855137825,0.3077627122402191,0.972929835319519,0.5174152255058289,0.1826416015625,2954,0.15,0.0001181376
500.0,298,983,1220608,1241,59.28733866,1.2011990927159786,0.008754062,-0.016429528465960175,-6.975765556097031,0.3087872862815857,0.9698912501335144,0.5827149152755737,0.1919189453125,2964,0.15,0.00011752319999999998
500.0,299,982,1224704,1246,58.93849664000001,1.183384419605136,0.009883873,-0.022094421699875966,-6.9829793781042095,0.309059739112854,0.9672371745109558,0.4444599747657776,0.2303466796875,2974,0.15,0.0001169088
500.0,300,982,1228800,1250,59.10895924000001,1.808840125054121,0.0100224,-0.018491913328762166,-6.974285766482353,0.30944880843162537,0.9471817016601562,0.7187216877937317,0.2028076171875,2984,0.15,0.00011629439999999998
500.0,301,981,1232896,1255,58.902443289999994,1.3346697468310595,0.009306223,-0.013090631092200055,-6.977584910392761,0.30925580859184265,0.9670263528823853,0.7351477146148682,0.1684814453125,2994,0.15,0.00011568
500.0,302,981,1236992,1260,59.11319941,1.1527198038995266,0.009024969,-0.016750854786369018,-6.968767684698105,0.3067845404148102,0.9695598483085632,0.4945927858352661,0.18291015625,3004,0.15,0.00011506559999999998
500.0,303,980,1241088,1265,58.556697080000006,1.3103429805487394,0.011881048,-0.01956592726346571,-6.961964166164398,0.3058372735977173,0.9660918712615967,0.48241984844207764,0.218310546875,3014,0.15,0.00011445119999999998
500.0,304,980,1245184,1270,57.766971010000006,1.61185849532485,0.010118628,-0.01718432453344576,-6.924971655011177,0.30370548367500305,0.949005126953125,0.8661738038063049,0.1773681640625,3024,0.15,0.0001138368
500.0,305,979,1249280,1274,57.32518041000001,1.2830336950719357,0.008241549,-0.01686327487695962,-6.9124126642942425,0.30374521017074585,0.962904155254364,0.4461285471916199,0.1985107421875,3034,0.15,0.00011322239999999998
500.0,306,979,1253376,1279,57.416675409999996,1.2421648435294628,0.010460211,-0.01937399063608609,-6.9315803617239,0.3024907112121582,0.9628314971923828,0.5258671045303345,0.22734375,3044,0.15,0.000112608
500.0,307,979,1257472,1284,57.28801476,1.4956376433372498,0.011754258,-0.012264125807269011,-6.923358723521233,0.3016500174999237,0.960735559463501,0.6841886639595032,0.197119140625,3054,0.15,0.00011199359999999998
500.0,308,978,1261568,1288,57.60147097000001,1.3625698044896126,0.007949145,-0.016089548650779762,-6.909256073832512,0.3016010522842407,0.9619627594947815,0.5506064295768738,0.1757568359375,3064,0.15,0.0001113792
500.0,309,978,1265664,1293,58.46695348,1.319410353153944,0.0077072307,-0.01738875283335801,-6.888148221373558,0.29899540543556213,0.9660285115242004,0.634623110294342,0.1836181640625,3074,0.15,0.00011076479999999999
500.0,310,978,1269760,1298,58.77615436,1.4862840957939625,0.008663229,-0.016610287749790585,-6.868948566913605,0.29763421416282654,0.9595894813537598,0.5816915035247803,0.194140625,3084,0.15,0.00011015040000000001
500.0,311,977,1273856,1302,59.06857064,1.366317355632782,0.009373473,-0.01580934095545672,-6.83215756714344,0.29548701643943787,0.9639449119567871,0.5613678097724915,0.1835693359375,3094,0.15,0.00010953599999999999
500.0,312,977,1277952,1307,58.92264691999999,1.365365943685174,0.010056831,-0.019893698510713875,-6.825925913453102,0.29323938488960266,0.957338273525238,0.6468059420585632,0.1916748046875,3104,0.15,0.00010892159999999997
500.0,313,977,1282048,1312,59.76411841,1.3977188013494015,0.010383846,-0.01932962431164924,-6.799737191200256,0.2922968566417694,0.9640315771102905,0.6939656734466553,0.2361572265625,3114,0.15,0.00010830719999999999
500.0,314,976,1286144,1316,59.86626114999999,1.313797052949667,0.010360584,-0.018260569070116618,-6.80912694633007,0.29163724184036255,0.9675769209861755,0.5171259045600891,0.2180908203125,3124,0.15,0.00010769279999999997
500.0,315,976,1290240,1321,60.1918091,1.2269978180527688,0.008759498,-0.020292781401076355,-6.817861858010292,0.2907887399196625,0.9706053137779236,0.4836317300796509,0.2211181640625,3134,0.15,0.0001070784
500.0,316,975,1294336,1326,60.447002190000006,1.1494516812264919,0.010266889,-0.020057102432474494,-6.8055869281291965,0.29061463475227356,0.9667032361030579,0.48447611927986145,0.235009765625,3144,0.15,0.00010646399999999999
500.0,317,975,1298432,1330,60.72516682,1.7696697793900966,0.008562485,-0.016588191330083647,-6.758996370434761,0.28990086913108826,0.9503639936447144,0.7095811367034912,0.1775146484375,3154,0.15,0.0001058496
500.0,318,975,1302528,1335,60.91085757,1.72420736849308,0.010862613,-0.022685722721507772,-6.795884263515473,0.2893929183483124,0.9541817903518677,0.7496985793113708,0.238232421875,3164,0.15,0.00010523519999999999
500.0,319,974,1306624,1340,61.50827924,1.3280171267688274,0.008170217,-0.01723938694485696,-6.790992000699044,0.28863364458084106,0.9627045392990112,0.5811933875083923,0.1963623046875,3174,0.15,0.0001046208
500.0,320,974,1310720,1345,61.46777344,1.4460875377058984,0.01165927,-0.02184935670811683,-6.783894675970077,0.28779515624046326,0.957007884979248,0.6571522355079651,0.2359619140625,3184,0.15,0.0001040064
500.0,321,974,1314816,1349,60.592540959999994,1.7161897219717503,0.009855034,-0.014166725479299203,-6.749150416254997,0.28751084208488464,0.9489143490791321,0.7225173115730286,0.1965087890625,3194,0.15,0.00010339199999999998
500.0,322,972,1318912,1356,61.035572390000006,1.367730675637722,0.011031639,-0.015035671039368027,-6.743002709746361,0.28618279099464417,0.9519407153129578,0.5190322995185852,0.16708984375,3204,0.15,0.0001027776
500.0,323,971,1323008,1362,60.236025780000006,1.5168314151465894,0.007939728,-0.015182467990962322,-6.738462057709694,0.2849423885345459,0.9582279324531555,0.743385374546051,0.1860595703125,3214,0.15,0.00010216319999999998
500.0,324,970,1327104,1367,60.46971533999999,1.3774976879358292,0.013831155,-0.024613527418114244,-6.718359249830246,0.2836023271083832,0.9620400667190552,0.577011227607727,0.2161376953125,3224,0.15,0.0001015488
500.0,325,970,1331200,1372,60.848784540000004,1.6124313026666641,0.0075153303,-0.015197524955146946,-6.714944204688072,0.28249111771583557,0.9558430910110474,0.6413646936416626,0.173681640625,3234,0.15,0.00010093439999999998
500.0,326,969,1335296,1376,60.534761440000004,1.9304484449326993,0.0104564605,-0.02089831436460372,-6.703125014901161,0.2825528085231781,0.9501177668571472,0.8115747570991516,0.21708984375,3244,0.15,0.00010032
500.0,327,969,1339392,1381,60.23460254,1.8077871076762677,0.010951364,-0.01864148155436851,-6.686583769321442,0.2824169099330902,0.9506151080131531,0.8481788635253906,0.225146484375,3254,0.15,9.970559999999998e-05
500.0,328,969,1343488,1386,61.321991080000004,1.968806265294552,0.009106541,-0.018822469044243915,-6.67705779671669,0.2809832990169525,0.9417580366134644,0.9361848831176758,0.18955078125,3264,0.15,9.90912e-05
500.0,329,968,1347584,1390,60.86558422,1.2345428384840489,0.01001909,-0.018456183685339057,-6.693529406189919,0.2821418344974518,0.963618814945221,0.48041725158691406,0.216748046875,3274,0.15,9.847679999999999e-05
500.0,330,968,1351680,1395,61.103395909999996,1.2025332108139992,0.0077760634,-0.0129932650947012,-6.695999395847321,0.2814472019672394,0.9610791206359863,0.518833577632904,0.1574462890625,3284,0.15,9.786240000000001e-05
500.0,331,968,1355776,1400,60.96129098,1.139826137572527,0.010913117,-0.02256088890717365,-6.689552238583564,0.27874401211738586,0.974879801273346,0.5178899168968201,0.210693359375,3294,0.15,9.724799999999999e-05
500.0,332,967,1359872,1405,60.683161580000004,1.196992751583457,0.008781846,-0.0128067529607506,-6.6531001955270765,0.2782047986984253,0.9683506488800049,0.5684597492218018,0.1770751953125,3304,0.15,9.663359999999998e-05
500.0,333,967,1363968,1409,61.26128059,1.127285785228014,0.009682596,-0.016788066586013884,-6.671171313524246,0.2772602140903473,0.9709467887878418,0.43559250235557556,0.2030029296875,3314,0.15,9.601919999999999e-05
500.0,334,967,1368064,1414,60.91479071,1.4430885881185531,0.00948465,-0.013772314410016407,-6.644567543268204,0.2764045298099518,0.9623528718948364,0.5518993735313416,0.180517578125,3324,0.15,9.540479999999998e-05
500.0,335,966,1372160,1419,61.20023535,1.0262140139937401,0.008518819,-0.016453342390013857,-6.659997126460075,0.2758638560771942,0.9756078720092773,0.44323500990867615,0.192431640625,3334,0.15,9.47904e-05
500.0,336,966,1376256,1423,61.281295699999994,1.7059750951826573,0.00914593,-0.016666926722973586,-6.6431513875722885,0.2762042284011841,0.9588168859481812,0.8153437972068787,0.2072265625,3344,0.15,9.417599999999999e-05
500.0,337,966,1380352,1428,60.955558960000005,1.2267228666692973,0.008914657,-0.01541117845918052,-6.641939952969551,0.2746204435825348,0.9686411619186401,0.519843578338623,0.1775390625,3354,0.15,9.356160000000001e-05
500.0,338,965,1384448,1433,61.095888999999985,1.3551863815635443,0.0086472705,-0.014855947672913317,-6.627274775505066,0.27367672324180603,0.9702572226524353,0.5363136529922485,0.1588134765625,3364,0.15,9.294719999999999e-05
500.0,339,965,1388544,1438,60.841782800000004,1.0990989800542592,0.009007791,-0.015250695354188793,-6.622053241729736,0.273362398147583,0.9735434055328369,0.4788671135902405,0.1783447265625,3374,0.15,9.233280000000001e-05
500.0,340,965,1392640,1442,60.40906938999999,1.221311889961362,0.0074996687,-0.01520772287331056,-6.605304646492004,0.2728576362133026,0.9684449434280396,0.5107904076576233,0.1689453125,3384,0.15,9.171839999999999e-05
500.0,341,964,1396736,1447,60.70974971,1.215238707140088,0.009292223,-0.016924410228966735,-6.601787906885147,0.272085040807724,0.9728322625160217,0.5256417989730835,0.1800537109375,3394,0.15,9.110399999999997e-05
500.0,342,964,1400832,1452,59.41841530000001,1.2690272282809019,0.010383647,-0.013401911524124444,-6.604023322463036,0.27235695719718933,0.97226482629776,0.6591227650642395,0.158251953125,3404,0.15,9.04896e-05
500.0,343,964,1404928,1457,59.46860831,1.7972792737185954,0.010894527,-0.024808306639897637,-6.592115339636803,0.27201205492019653,0.9510425925254822,0.8124061226844788,0.2504638671875,3414,0.15,8.987519999999998e-05
500.0,344,963,1409024,1461,60.07381026,1.7199323795735837,0.006952985,-0.0169076417805627,-6.603929010033608,0.27074187994003296,0.9668124914169312,0.958027720451355,0.164111328125,3424,0.15,8.92608e-05
500.0,345,963,1413120,1466,60.10179744999999,1.0265311490744353,0.009374695,-0.014717966780881397,-6.573671180009842,0.2701781988143921,0.9797461628913879,0.4229179620742798,0.19365234375,3434,0.15,8.864639999999998e-05
500.0,346,963,1417216,1471,60.66499311,0.9127857852727175,0.0094471,-0.013024359096016269,-6.593678721785546,0.2708476185798645,0.981144368648529,0.39131343364715576,0.177197265625,3444,0.15,8.8032e-05
500.0,347,962,1421312,1475,60.961939359999995,1.2415311630815267,0.008143355,-0.013609891185478774,-6.576804128289223,0.2709715962409973,0.9750649929046631,0.5047354102134705,0.139892578125,3454,0.15,8.741759999999998e-05
500.0,348,962,1425408,1480,61.37128280000001,1.3431857839226722,0.008212833,-0.017938898416468875,-6.57381694316864,0.2699011266231537,0.9707877039909363,0.5230509638786316,0.1643798828125,3464,0.15,8.68032e-05
500.0,349,962,1429504,1485,61.04893062,1.2701548147946595,0.00996398,-0.017034164344659077,-6.56862418949604,0.2697128355503082,0.9722738862037659,0.49645471572875977,0.1958251953125,3474,0.15,8.61888e-05
500.0,350,962,1433600,1489,61.4112673,1.0737445030361414,0.008695195,-0.01494498828833457,-6.557026815414429,0.2695978581905365,0.9761179685592651,0.4846996068954468,0.182373046875,3484,0.15,8.557439999999998e-05
500.0,351,961,1437696,1494,61.366204409999995,1.2730158749967813,0.00896242,-0.018103304249234498,-6.567311280965805,0.2695920467376709,0.9738849997520447,0.6710957884788513,0.2026123046875,3494,0.15,8.496e-05
500.0,352,961,1441792,1499,62.18592182999999,1.6484090954065322,0.010210205,-0.018462558700412045,-6.5671359449625015,0.26889076828956604,0.9607543349266052,0.992161214351654,0.185107421875,3504,0.15,8.434559999999998e-05
500.0,353,961,1445888,1504,61.827818660000005,1.5174173191189766,0.0094902655,-0.01668530314345844,-6.558398327231407,0.26933553814888,0.9624732732772827,0.6279037594795227,0.180029296875,3514,0.15,8.37312e-05
500.0,354,961,1449984,1508,62.83948354,0.9802990388125181,0.011895971,-0.020885204983642325,-6.555986753106117,0.2686368525028229,0.9764922261238098,0.4790094494819641,0.190087890625,3524,0.15,8.311679999999998e-05
500.0,355,960,1454080,1513,62.73489969,0.9034010622650385,0.0073549408,-0.016248617705423386,-6.548666560649872,0.2677544057369232,0.9761422276496887,0.3695790767669678,0.1828857421875,3534,0.15,8.25024e-05
500.0,356,960,1458176,1518,62.55849727,1.426729455590248,0.008527336,-0.013347204359888565,-6.549617692828178,0.2673751413822174,0.9675883650779724,0.7700213193893433,0.172119140625,3544,0.15,8.188799999999999e-05
500.0,357,960,1462272,1523,61.975584170000005,1.0123989667743445,0.011663365,-0.01893404508009553,-6.5447207391262054,0.2671416997909546,0.9776684045791626,0.46219196915626526,0.2427001953125,3554,0.15,8.127360000000001e-05
500.0,358,959,1466368,1527,61.053986880000004,1.5846114464104175,0.009239892,-0.018810150638455526,-6.506907227635383,0.26608046889305115,0.9643201231956482,0.570480465888977,0.187255859375,3564,0.15,8.065919999999999e-05
500.0,359,959,1470464,1532,61.08479945999999,1.6728062525391578,0.0082788635,-0.017910165144712664,-6.500574734807015,0.2657932937145233,0.9604728817939758,0.6779033541679382,0.189306640625,3574,0.15,8.004480000000001e-05
500.0,360,959,1474560,1537,61.09199389,1.0152204774320126,0.008665603,-0.015797372566885313,-6.529514786601067,0.2648773789405823,0.9765535593032837,0.4451499283313751,0.196923828125,3584,0.15,7.943039999999999e-05
500.0,361,959,1478656,1541,61.924048840000005,1.0614334762096405,0.0067699524,-0.014071330525621307,-6.5008034884929655,0.2633892297744751,0.9775493741035461,0.5153821706771851,0.1525390625,3594,0.15,7.881599999999999e-05
500.0,362,958,1482752,1546,60.286238319999995,1.0372510973364115,0.008599408,-0.020652479404816404,-6.50223785340786,0.263453871011734,0.9755772352218628,0.4497300386428833,0.206298828125,3604,0.15,7.82016e-05
500.0,363,958,1486848,1551,60.638840060000014,1.9333410024642945,0.007847479,-0.009635024789895396,-6.457876271009445,0.2628999948501587,0.9410231113433838,0.6818089485168457,0.1470947265625,3614,0.15,7.758719999999999e-05
500.0,364,958,1490944,1556,59.52263045000001,1.2356973122805357,0.005788531,-0.01223180960660102,-6.471759763360024,0.2622898817062378,0.9719736576080322,0.4362710416316986,0.135595703125,3624,0.15,7.69728e-05
500.0,365,957,1495040,1560,59.47629591,1.0773154571652412,0.009606956,-0.020577679062262176,-6.458088245987892,0.2616133689880371,0.9710222482681274,0.38137921690940857,0.239208984375,3634,0.15,7.635839999999999e-05
500.0,366,957,1499136,1565,59.50577948000001,0.8204653840512037,0.00822597,-0.01611397418018896,-6.468046447634697,0.2610381245613098,0.9773278832435608,0.28188881278038025,0.169677734375,3644,0.15,7.5744e-05
500.0,367,957,1503232,1570,59.62621382,1.28651450201869,0.010866317,-0.018068464953103103,-6.445197039842606,0.26040002703666687,0.9685612320899963,0.5276203155517578,0.1739013671875,3654,0.15,7.512959999999999e-05
500.0,368,957,1507328,1575,60.21829865000001,0.9458063248544931,0.007703187,-0.015666822234925347,-6.451933223009109,0.26112446188926697,0.9763672947883606,0.3302636742591858,0.1618896484375,3664,0.15,7.451520000000001e-05
500.0,369,956,1511424,1579,59.9667704,1.1414221331477166,0.009568751,-0.01958874338597525,-6.433230251073837,0.2608855962753296,0.9730861186981201,0.4438711404800415,0.2056396484375,3674,0.15,7.39008e-05
500.0,370,956,1515520,1584,59.44519049,1.1249827813357114,0.0070311455,-0.015863393833569717,-6.446881744265556,0.2610688805580139,0.9745869040489197,0.5328457355499268,0.18955078125,3684,0.15,7.328639999999998e-05
500.0,371,956,1519616,1589,60.359689689999996,1.8810673087835312,0.008172821,-0.023974546793033367,-6.465095174312592,0.26134929060935974,0.9489337801933289,0.8797900676727295,0.2129638671875,3694,0.15,7.2672e-05
500.0,372,956,1523712,1593,59.85615557,1.2391135334968566,0.009842579,-0.020531643414869905,-6.454103419184685,0.2598022520542145,0.9715690016746521,0.5329564809799194,0.21044921875,3704,0.15,7.205759999999998e-05
500.0,373,955,1527808,1598,60.05626904999999,1.2437569472938776,0.008471429,-0.017513764223258475,-6.42202176451683,0.2589319050312042,0.9732939004898071,0.3951600193977356,0.1821533203125,3714,0.15,7.14432e-05
500.0,374,955,1531904,1603,60.77131274000001,1.5453309372067452,0.008617609,-0.021892036143981386,-6.422925743460655,0.25803640484809875,0.9628915786743164,0.6070941686630249,0.2192138671875,3724,0.15,7.082879999999998e-05
500.0,375,955,1536000,1608,60.67215494,1.254419469833374,0.008163786,-0.017344027760555037,-6.4281991720199585,0.25749871134757996,0.9689425826072693,0.5023658275604248,0.17724609375,3734,0.15,7.02144e-05
500.0,376,954,1540096,1612,60.83716942,1.0914524383842945,0.0074571343,-0.01596274725452531,-6.399411478638649,0.2571004331111908,0.9720865488052368,0.38090622425079346,0.1627685546875,3744,0.15,6.959999999999998e-05
500.0,377,954,1544192,1617,60.49090456000001,1.244329910352826,0.011068024,-0.02334282993688248,-6.391789522767067,0.25664427876472473,0.9687458276748657,0.5141869783401489,0.20654296875,3754,0.15,6.89856e-05
500.0,378,954,1548288,1622,60.80295860000001,1.3134671784937382,0.007540855,-0.015097442452679388,-6.366942709684372,0.25537973642349243,0.9696016311645508,0.584023118019104,0.17373046875,3764,0.15,6.837119999999999e-05
500.0,379,954,1552384,1626,60.73257393000001,1.1990644313395022,0.008192934,-0.014343185786856338,-6.377391713857651,0.25472724437713623,0.968047022819519,0.5093264579772949,0.175830078125,3774,0.15,6.775679999999998e-05
500.0,380,953,1556480,1631,59.99488198000001,1.238151978701353,0.0078014946,-0.019505304833000992,-6.379561746120453,0.25395461916923523,0.9720093607902527,0.5997815728187561,0.1830078125,3784,0.15,6.71424e-05
500.0,381,953,1560576,1636,60.728650300000005,1.1812654085457326,0.007020917,-0.01248769034864381,-6.360857552289962,0.2529503405094147,0.9720650315284729,0.42112821340560913,0.1475830078125,3794,0.15,6.652799999999998e-05
500.0,382,953,1564672,1640,61.137552429999985,1.5073872178792953,0.010825786,-0.020053989551161066,-6.347079265117645,0.2527671754360199,0.9645444750785828,0.6417161822319031,0.2453125,3804,0.15,6.59136e-05
500.0,383,953,1568768,1645,60.620194080000005,1.2267576515674592,0.0103354845,-0.017579595118877477,-6.349659490585327,0.25318047404289246,0.9659291505813599,0.5188198685646057,0.2000732421875,3814,0.15,6.529919999999999e-05
500.0,384,953,1572864,1650,60.82438601,1.942384561151266,0.008982222,-0.02105565732344985,-6.3671932309865955,0.25270533561706543,0.938309907913208,0.9795277714729309,0.1954345703125,3824,0.15,6.468480000000001e-05
500.0,385,952,1576960,1654,60.22912268,1.268511450663209,0.0074190595,-0.01928577368526021,-6.351739221811295,0.2527717351913452,0.9697657227516174,0.5261806845664978,0.1853515625,3834,0.15,6.407039999999999e-05
500.0,386,952,1581056,1659,59.66772421999999,1.443557795882225,0.008228996,-0.019639230285247323,-6.362437921762466,0.2525707483291626,0.9623689651489258,0.549781322479248,0.191259765625,3844,0.15,6.345600000000001e-05
500.0,387,952,1585152,1664,59.63409221999999,1.3197853375226258,0.00940261,-0.01715430759213632,-6.354011610150337,0.25169894099235535,0.9669609069824219,0.6124773621559143,0.1927734375,3854,0.15,6.284159999999999e-05
500.0,388,952,1589248,1668,59.95203209,1.4252798199653625,0.008410327,-0.021441063017118723,-6.325639986991883,0.25073525309562683,0.9624673128128052,0.5759929418563843,0.222998046875,3864,0.15,6.222720000000001e-05
500.0,389,952,1593344,1673,60.456320260000005,1.4982204526662826,0.00658778,-0.015494807632057928,-6.339602065086365,0.2511581480503082,0.9646881222724915,0.7169684171676636,0.1548828125,3874,0.15,6.16128e-05
500.0,390,951,1597440,1678,60.80060592999999,1.778772247582674,0.008776681,-0.02089236586034531,-6.334151929616928,0.2506917417049408,0.9609506130218506,0.7819705009460449,0.19404296875,3884,0.15,6.099839999999998e-05
500.0,391,951,1601536,1683,59.504148109999996,1.269415456056595,0.008206019,-0.018195497381384484,-6.325668400526046,0.25026634335517883,0.9731065630912781,0.4924490451812744,0.2034423828125,3894,0.15,6.0383999999999996e-05
500.0,392,951,1605632,1687,59.61791137,2.61638026162982,0.0076664938,-0.015220667271933053,-6.309680557250976,0.24964608252048492,0.8614892363548279,0.6392006874084473,0.1448486328125,3904,0.15,5.9769599999999984e-05
